title,salary_from,salary_to,currency,url,site
Python-разработчик,,,,https://krasnoyarsk.hh.ru/vacancy/47967656?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python
Team Lead Python Engineer,,8000,USD,https://krasnoyarsk.hh.ru/vacancy/48251626?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python
Разработчик Python (средний уровень),3000,4000,USD,https://krasnoyarsk.hh.ru/vacancy/47612111?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python
Middle Python developer,,,,https://krasnoyarsk.hh.ru/vacancy/48217396?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python
Python - разработчик в Сбере,300000,,руб,https://krasnoyarsk.hh.ru/vacancy/47950109?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python
Старший программист Python,4000,5000,USD,https://krasnoyarsk.hh.ru/vacancy/47973022?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python
Data Engineer в Сбере,300000,,руб,https://krasnoyarsk.hh.ru/vacancy/47948692?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python
Web-программист Python (Middle/Senior),170000,,руб,https://krasnoyarsk.hh.ru/vacancy/47228261?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python
Senior data engineer (python),4000,6000,USD,https://krasnoyarsk.hh.ru/vacancy/48151582?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python
Data Scientist,200000,,руб,https://krasnoyarsk.hh.ru/vacancy/48101680?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python
Data Scientist,,,,https://krasnoyarsk.hh.ru/vacancy/48147484?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python
Python Developer,,,,https://krasnoyarsk.hh.ru/vacancy/46826981?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python
Senior data engineer (Python),4000,6000,USD,https://krasnoyarsk.hh.ru/vacancy/48151583?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python
Data Scientist,,,,https://krasnoyarsk.hh.ru/vacancy/47377173?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python
Стажер разработчик Python,20000,50000,руб,https://krasnoyarsk.hh.ru/vacancy/47861001?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python
Python разработчик,,380000,руб,https://krasnoyarsk.hh.ru/vacancy/47682360?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python
Разработчик Python (Junior),80000,,руб,https://krasnoyarsk.hh.ru/vacancy/48249561?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python
Junior Data Engineer (Python),120000,120000,руб,https://krasnoyarsk.hh.ru/vacancy/47914759?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python
Junior Python developer (в Сочи),65000,,руб,https://krasnoyarsk.hh.ru/vacancy/47110879?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python
"Технический лид автоматических тестов GUI (Python, Squish)",4000,,USD,https://krasnoyarsk.hh.ru/vacancy/45657026?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python
Программист Python,40000,,руб,https://krasnoyarsk.hh.ru/vacancy/48240989?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=1
Разработчик Python,80000,120000,руб,https://krasnoyarsk.hh.ru/vacancy/47750193?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=1
Python Machine Learning Data Science (трейдинг),80000,150000,руб,https://krasnoyarsk.hh.ru/vacancy/46823355?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=1
Backend разработчик Python,70000,,руб,https://krasnoyarsk.hh.ru/vacancy/48251379?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=1
Python developer,,400000,руб,https://krasnoyarsk.hh.ru/vacancy/47322083?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=1
Python Developer,120000,150000,руб,https://krasnoyarsk.hh.ru/vacancy/48250435?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=1
Backend-разработчик (Python),70000,140000,руб,https://krasnoyarsk.hh.ru/vacancy/46666248?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=1
Middle разработчик Python + Django,100000,160000,руб,https://krasnoyarsk.hh.ru/vacancy/48166623?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=1
Разработчик Python,120000,180000,руб,https://krasnoyarsk.hh.ru/vacancy/48140661?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=1
GO Developer (Python),230000,400000,руб,https://krasnoyarsk.hh.ru/vacancy/48211784?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=1
QA automation (Python),150000,250000,руб,https://krasnoyarsk.hh.ru/vacancy/48204586?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=1
Python developer,60000,100000,грн,https://krasnoyarsk.hh.ru/vacancy/47695148?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=1
Python developer,40000,120000,руб,https://krasnoyarsk.hh.ru/vacancy/47789586?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=1
Middle Python developer (в Сочи),150000,,руб,https://krasnoyarsk.hh.ru/vacancy/45555166?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=1
Junior Data Scientist,40000,80000,руб,https://krasnoyarsk.hh.ru/vacancy/47866317?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=1
Разработчик Python,,,,https://krasnoyarsk.hh.ru/vacancy/47892369?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=1
Python developer,2500,3200,USD,https://krasnoyarsk.hh.ru/vacancy/45610689?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=1
Программист-разработчик Python/PHP,180000,260000,руб,https://krasnoyarsk.hh.ru/vacancy/47113387?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=1
Старший программист Python,4000,5000,USD,https://krasnoyarsk.hh.ru/vacancy/47971848?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=1
"Разработчик (С++, Python)",150000,,руб,https://krasnoyarsk.hh.ru/vacancy/47794928?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=1
Data Scientist,3000,5000,USD,https://krasnoyarsk.hh.ru/vacancy/47888798?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=2
Python Developer,,220000,руб,https://krasnoyarsk.hh.ru/vacancy/47983639?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=2
Python разработчик (middle +),120000,180000,руб,https://krasnoyarsk.hh.ru/vacancy/48107880?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=2
Middle Python developer (в Сочи),150000,,руб,https://krasnoyarsk.hh.ru/vacancy/42601947?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=2
Программист Python,210000,,руб,https://krasnoyarsk.hh.ru/vacancy/47899400?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=2
Python / Django developer,1000,2500,USD,https://krasnoyarsk.hh.ru/vacancy/47731874?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=2
Junior Python Back End Developer,,,,https://krasnoyarsk.hh.ru/vacancy/47536666?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=2
Junior/Middle Backend Developer (Python),,,,https://krasnoyarsk.hh.ru/vacancy/48227729?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=2
Программист Python (стажер),,,,https://krasnoyarsk.hh.ru/vacancy/46526734?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=2
Python программист,100000,,руб,https://krasnoyarsk.hh.ru/vacancy/48087914?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=2
Python Backend Developer / WEB - разработчик,2400,,USD,https://krasnoyarsk.hh.ru/vacancy/46126295?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=2
Python Developer (remote),150000,220000,руб,https://krasnoyarsk.hh.ru/vacancy/48086950?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=2
Senior Machine Learning Engineer (remote),400000,,руб,https://krasnoyarsk.hh.ru/vacancy/48124081?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=2
Python разработчик (Екатеринбург),150000,200000,руб,https://krasnoyarsk.hh.ru/vacancy/48084078?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=2
Разработчик Python (backend),150000,300000,руб,https://krasnoyarsk.hh.ru/vacancy/48213042?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=2
Python-разработчик систем сбора,80000,150000,руб,https://krasnoyarsk.hh.ru/vacancy/45971326?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=2
"Старший Backend-разработчик (Python, Django)",4000,5000,USD,https://krasnoyarsk.hh.ru/vacancy/47975443?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=2
Strong Junior / Middle+ Python Developer,1000,4000,USD,https://krasnoyarsk.hh.ru/vacancy/47888873?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=2
Python Junior/Middle Backend Developer,,90000,руб,https://krasnoyarsk.hh.ru/vacancy/47934049?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=2
Python Developer (Pulse Team) /remote,220000,,руб,https://krasnoyarsk.hh.ru/vacancy/46357350?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=2
Python developer (remote),220000,,руб,https://krasnoyarsk.hh.ru/vacancy/47987085?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=3
Backend Разработчик (PYTHON),,,,https://krasnoyarsk.hh.ru/vacancy/47640993?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=3
Python Backend разработчик,160000,,руб,https://krasnoyarsk.hh.ru/vacancy/48253906?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=3
Python разработчик (Санкт-Петербург),150000,200000,руб,https://krasnoyarsk.hh.ru/vacancy/48083830?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=3
Python Developer,120000,,руб,https://krasnoyarsk.hh.ru/vacancy/47495045?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=3
Python developer,,,,https://krasnoyarsk.hh.ru/vacancy/47915680?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=3
Python Developer,,,,https://krasnoyarsk.hh.ru/vacancy/47656522?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=3
Senior Python Django developer,180000,350000,руб,https://krasnoyarsk.hh.ru/vacancy/47865336?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=3
Python QA Automation Engineer / SDET в AI-стартап (удаленно),180000,250000,руб,https://krasnoyarsk.hh.ru/vacancy/47809755?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=3
Middle Backend Python Developer (Django),2200,2500,EUR,https://krasnoyarsk.hh.ru/vacancy/46780121?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=3
Middle Python Developer (gamedev),160000,220000,руб,https://krasnoyarsk.hh.ru/vacancy/48225842?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=3
Python Developer,3000,4000,USD,https://krasnoyarsk.hh.ru/vacancy/47972165?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=3
Python Разработчик,,,,https://krasnoyarsk.hh.ru/vacancy/46766757?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=3
Python разработчик,100000,,руб,https://krasnoyarsk.hh.ru/vacancy/47621823?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=3
Python разработчик,60000,200000,руб,https://krasnoyarsk.hh.ru/vacancy/48240337?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=3
Python-Разработчик (удаленно),180000,,руб,https://krasnoyarsk.hh.ru/vacancy/47484756?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=3
Senior Python Developer (Remote),250000,350000,руб,https://krasnoyarsk.hh.ru/vacancy/42615019?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=3
Python Developer,,,,https://krasnoyarsk.hh.ru/vacancy/48242446?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=3
Python developer,120000,160000,руб,https://krasnoyarsk.hh.ru/vacancy/48172711?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=3
Python разработчик в тестировании,,,,https://krasnoyarsk.hh.ru/vacancy/48249483?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=3
Инженер-программист (Python).,,,,https://krasnoyarsk.hh.ru/vacancy/47954375?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=4
"Python Django разработчик, удаленно",150000,200000,руб,https://krasnoyarsk.hh.ru/vacancy/47600594?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=4
Data Scientist,100000,250000,руб,https://krasnoyarsk.hh.ru/vacancy/44350010?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=4
Middle python-разработчик (aiohttp),,200000,руб,https://krasnoyarsk.hh.ru/vacancy/47490844?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=4
"Python Django разработчик, удаленно",150000,200000,руб,https://krasnoyarsk.hh.ru/vacancy/47600591?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=4
Python-разработчик (Витрина),,,,https://krasnoyarsk.hh.ru/vacancy/47448086?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=4
Senior Python Developer,3500,5500,EUR,https://krasnoyarsk.hh.ru/vacancy/47489283?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=4
Data Scientist/Python Developer (remote),,,,https://krasnoyarsk.hh.ru/vacancy/46595178?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=4
Python Developer (SEO Team),,,,https://krasnoyarsk.hh.ru/vacancy/48136498?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=4
Senior QA Automation Engineer (Python),300000,,руб,https://krasnoyarsk.hh.ru/vacancy/45114743?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=4
Python-разработчик (Middle),,220000,руб,https://krasnoyarsk.hh.ru/vacancy/48258211?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=4
Программист Python,50000,,руб,https://krasnoyarsk.hh.ru/vacancy/46067852?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=4
Backend Python developer (Blockchain),3000,,EUR,https://krasnoyarsk.hh.ru/vacancy/46845276?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=4
Python-разработчик в Лавку,,,,https://krasnoyarsk.hh.ru/vacancy/48206113?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=4
Python Developer (Customization Blitz),,,,https://krasnoyarsk.hh.ru/vacancy/47898759?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=4
Backend Developer (Python),100000,,руб,https://krasnoyarsk.hh.ru/vacancy/48207949?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=4
Python Backend Developer / WEB - разработчик,2400,,USD,https://krasnoyarsk.hh.ru/vacancy/46126296?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=4
Software Developer Python,60000,180000,руб,https://krasnoyarsk.hh.ru/vacancy/47830521?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=4
Разработчик Python,,,,https://krasnoyarsk.hh.ru/vacancy/47731039?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=4
Python разработчик,,,,https://krasnoyarsk.hh.ru/vacancy/45537379?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=4
Разработчик Python / Django,60000,,руб,https://krasnoyarsk.hh.ru/vacancy/48220676?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=5
Backend разработчик (Python),170000,250000,руб,https://krasnoyarsk.hh.ru/vacancy/47176790?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=5
Программист-разработчик AI / Data scientist / NLP Developer (Обработка естественного языка),110000,150000,руб,https://krasnoyarsk.hh.ru/vacancy/47651670?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=5
"Backend Engineer (Python, Django)",3000,4000,USD,https://krasnoyarsk.hh.ru/vacancy/47612095?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=5
Программист - Python Middle,60000,120000,руб,https://krasnoyarsk.hh.ru/vacancy/47685752?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=5
Junior Python Developer,,,,https://krasnoyarsk.hh.ru/vacancy/48024624?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=5
Python-разработчик,,,,https://krasnoyarsk.hh.ru/vacancy/48265224?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=5
